type,weight,source,target
family_relationship,0.8043684,Levi Jones,Adriana Rhodes
ownership,0.89399296,Kevin Moore,204
ownership,0.91364235,Kevin Moore,âbossesâ
family_relationship,0.9227395,Kevin Moore,Levi Jones
family_relationship,0.89628303,Kevin Moore,Adriana Rhodes
family_relationship,0.84970903,Jennifer Washington,Peter Bush
family_relationship,0.88451505,Jennifer Washington,Robin Fernandez
membership,0.8037991,Jennifer Washington,66
family_relationship,0.8468894,Peter Bush,Robin Fernandez
partnership,0.8217408,61,2278
partnership,0.82152313,908,2278
partnership,0.8225439,Sabrina Merritt,Ware
ownership,0.94717085,Sabrina Merritt,e31b2b9c-3197-4c2c-ac40-3c6711a4682b
ownership,0.9357917,Sabrina Merritt,408603
partnership,0.81545734,2422788,MCDP
membership,0.8642422,c97073d1-61a4-4a06-a189-8b4642a699e1,120
partnership,0.83025086,66,120
membership,0.807367,66,c97073d1-61a4-4a06-a189-8b4642a699e1
membership,0.8567476,65872b93-db53-4445-a72e-8f84b3d7edfc,Kendra Owens
ownership,0.8473434,65872b93-db53-4445-a72e-8f84b3d7edfc,2028
ownership,0.850383,todayâs,268393514
ownership,0.87989837,todayâs,55242
ownership,0.9000933,todayâs,637
ownership,0.90363616,268393514,55242
ownership,0.9142991,268393514,637
ownership,0.8644917,55242,637
family_relationship,0.87873083,Maria Horton,Maurice Figueroa
partnership,0.9106651,Ships,9697
ownership,0.92960286,Ships,2919
ownership,0.8404885,Ships,Dana Montes
ownership,0.8993804,Ships,222079892
partnership,0.8013505,620019,45361487
partnership,0.8823899,620019,87648111
partnership,0.8996108,620019,SeaSpray Wave SRL Solutions
partnership,0.8422142,45361487,87648111
partnership,0.85035306,Vehicle Land,Playa del Cielo Kga
partnership,0.9416718,Vehicle Land,IAVMs
membership,0.94332254,Vehicle Land,Cartel Emergent Weaponry Use
family_relationship,0.9349172,Heather King,Billy Robinson
family_relationship,0.9088409,Heather King,Austin Miller
family_relationship,0.8922578,Billy Robinson,Austin Miller
ownership,0.8443279,369,Matthew Sutton
ownership,0.8254957,369,Brandon Thomas
ownership,0.8589563,369,Mexicoââ
ownership,0.8235028,369,5890393d-3bb2-4f08-a460-4aa025e28de0
membership,0.83872527,369,54056
membership,0.86042285,369,18404231
membership,0.8637891,369,Ocean Fisheries Llc
membership,0.8123647,6204,Katherine Chavez
membership,0.8899333,96c31987-d50d-4680-9397-2a9d0e3946e1,40213337
membership,0.9339815,96c31987-d50d-4680-9397-2a9d0e3946e1,sailboat Freeport
partnership,0.8177445,c0ea9f29-9987-490f-bc96-d2a5718c1636,949
ownership,0.8461536,576618,Sean George
membership,0.9203792,576618,46319064
ownership,0.8752903,82357,576618
ownership,0.8055286,82357,png xi  Line
partnership,0.90888196,Ariel Thornton,Orange River  AS Logistics
partnership,0.8318653,Ariel Thornton,903311212
membership,0.89330584,500633954,62343
membership,0.80286384,George Vance,2
membership,0.84221786,George Vance,2591586
membership,0.9376125,Jason Fleming,âdimersalâ
membership,0.9322688,Jason Fleming,c600d751-cc48-4e8e-800e-63ec87a4239f
partnership,0.90841454,âdimersalâ,c600d751-cc48-4e8e-800e-63ec87a4239f
family_relationship,0.85512143,Cynthia Huff,Angela Lee
membership,0.91219527,Cynthia Huff,78ec7fd4-82e0-4725-815d-50be0ccee955
membership,0.9568037,Angela Lee,78ec7fd4-82e0-4725-815d-50be0ccee955
family_relationship,0.8486444,CraftâLaw,Ryan Perez
membership,0.8883777,CraftâLaw,dd3f2822-2964-4d18-92c2-7a6db4b4a9e5
family_relationship,0.90598506,CraftâLaw,6567453
membership,0.89070654,Ocean Patrol,ARA Bouchard
family_relationship,0.86474174,Richard Douglas,95291001
family_relationship,0.89043874,Richard Douglas,Sonia Fisheries Pvt
ownership,0.8422344,Patricia Reyes,53792
membership,0.8196673,Kristin Dawson,png xi  Line
membership,0.907441,âSaikoâ,Bethany Lopez
ownership,0.95312774,electric,wheeler
ownership,0.8646406,electric,570683
membership,0.8278595,electric,da243ebe-ea98-4510-a6a8-add6679f9d1a
membership,0.92504525,electric,scooter
ownership,0.8964734,wheeler,570683
membership,0.8304663,4532329,98631
membership,0.8404336,4532329,2658
membership,0.817168,2658,Mar del Oeste Pic
family_relationship,0.8232664,5698,98631
membership,0.8197722,5698,2658
partnership,0.890505,3342,354
ownership,0.8554081,945,IPOS0000DOP
membership,0.88031906,Tamil Nadu Ltd. Liability Co Express,2820033
membership,0.81548566,Tamil Nadu Ltd. Liability Co Express,OceanKings Sailor Corp Logistics
membership,0.94611764,Tamil Nadu Ltd. Liability Co Express,Debit Cards Autopay
ownership,0.9002675,738338ba-deef-4364-bedf-707a8cbf9a55,Pesquera
ownership,0.9253251,Monica Ramirez,Pesquera
ownership,0.83273405,Monica Ramirez,341411
ownership,0.8200979,280094,Monica Ramirez
ownership,0.91951334,280094,Pesquera
ownership,0.808482,280094,341411
ownership,0.9362562,40676,Pesquera
membership,0.8969094,40676,Robert Edwards
membership,0.8307122,Tracie Price,David Limited Liability Company
membership,0.8012605,Tracie Price,1998
family_relationship,0.849653,1998,Tracie Price
family_relationship,0.800921,1998,David Limited Liability Company
family_relationship,0.85983825,669,Tracie Price
family_relationship,0.8131515,669,David Limited Liability Company
family_relationship,0.8478684,Kenneth Cain,John Obrien
membership,0.8288552,Carla Perkins,903574229
membership,0.8261133,95064,665
membership,0.8908446,Ryan Perez,dd3f2822-2964-4d18-92c2-7a6db4b4a9e5
family_relationship,0.9201951,Ryan Perez,6567453
family_relationship,0.87393034,730397695,41870892-4565-42cd-9374-8665d01e9aa9
membership,0.8015359,730397695,9067
membership,0.85411644,730397695,940161722
ownership,0.9007879,373a8a11-c7a0-4e9b-8397-9d824974259a,Wartsila
membership,0.892988,373a8a11-c7a0-4e9b-8397-9d824974259a,87ea830d-be41-4317-8b1b-142f23da70d7
membership,0.9342687,bulker,Kariba Dam  Corporation Nautical
ownership,0.83237576,Kariba Dam  Corporation Nautical,7914
ownership,0.81374717,Kariba Dam  Corporation Nautical,6
ownership,0.8011228,Kariba Dam  Corporation Nautical,Deborah Bell
partnership,0.91289675,Benton Ltd. Liability Co,ninety
partnership,0.93791586,Benton Ltd. Liability Co,90
partnership,0.96721566,Benton Ltd. Liability Co,days
partnership,0.9181214,Benton Ltd. Liability Co,sh rn y Corporation
partnership,0.94478977,Benton Ltd. Liability Co,822596165
partnership,0.97492415,Benton Ltd. Liability Co,5421
partnership,0.88200015,Benton Ltd. Liability Co,2913
partnership,0.9239782,Benton Ltd. Liability Co,Pez Dorado BV Logistics
partnership,0.9360909,Benton Ltd. Liability Co,019d89a8-36be-4402-bf3c-d13cb982cf3f
membership,0.8503171,Benton Ltd. Liability Co,Mr. Thomas Johnson DDS
membership,0.9456447,Benton Ltd. Liability Co,âartisanalâ
membership,0.8986887,Benton Ltd. Liability Co,âlivelihoodâ
membership,0.92465127,Benton Ltd. Liability Co,Angela Wheeler
membership,0.9305389,Benton Ltd. Liability Co,Lisa Branch
membership,0.8831425,Benton Ltd. Liability Co,folkâ
membership,0.8970762,Benton Ltd. Liability Co,âsubsistenceâ
membership,0.89997536,Benton Ltd. Liability Co,âwomenâ
membership,0.9237871,Benton Ltd. Liability Co,âfisherâ
membership,0.81598306,Benton Ltd. Liability Co,Blue Venturew
partnership,0.91042304,ninety,90
partnership,0.9542803,ninety,days
partnership,0.95841646,ninety,Benton Ltd. Liability Co
partnership,0.8811708,ninety,sh rn y Corporation
partnership,0.9497028,90,days
partnership,0.9565653,90,Benton Ltd. Liability Co
partnership,0.8696707,90,sh rn y Corporation
membership,0.80736285,90,43685541
membership,0.91701704,90,ad8fe467-3759-4f53-bf6a-896a237d187f
ownership,0.8571074,90,Playa del Cielo Kga
partnership,0.97909915,822596165,5421
partnership,0.90333486,822596165,2913
partnership,0.93883806,822596165,Pez Dorado BV Logistics
partnership,0.98155725,822596165,Benton Ltd. Liability Co
partnership,0.9367624,822596165,ninety
partnership,0.95575774,822596165,90
partnership,0.97724926,822596165,days
partnership,0.93396455,822596165,sh rn y Corporation
partnership,0.9182464,5421,2913
partnership,0.9495356,5421,Pez Dorado BV Logistics
partnership,0.9829859,5421,Benton Ltd. Liability Co
partnership,0.94385964,5421,ninety
partnership,0.96406144,5421,90
partnership,0.9821551,5421,days
partnership,0.9415083,5421,sh rn y Corporation
partnership,0.83590764,5421,b840c9bf-2a5b-416c-91d9-1ecdd96425ab
partnership,0.88802457,5421,4eddaaa4-6306-467e-a7f4-27a58559e535
ownership,0.6573,5421,81
partnership,0.85393393,5421,SeaSpray Wave SRL Solutions
partnership,0.92447156,Pez Dorado BV Logistics,5421
partnership,0.98203367,Pez Dorado BV Logistics,Benton Ltd. Liability Co
partnership,0.94026333,Pez Dorado BV Logistics,ninety
partnership,0.9583388,Pez Dorado BV Logistics,90
partnership,0.9802084,Pez Dorado BV Logistics,days
partnership,0.93776846,Pez Dorado BV Logistics,sh rn y Corporation
partnership,0.8819596,019d89a8-36be-4402-bf3c-d13cb982cf3f,sh rn y Corporation
partnership,0.9467146,019d89a8-36be-4402-bf3c-d13cb982cf3f,Benton Ltd. Liability Co
partnership,0.8950646,019d89a8-36be-4402-bf3c-d13cb982cf3f,ninety
membership,0.8849668,019d89a8-36be-4402-bf3c-d13cb982cf3f,90
partnership,0.93981266,019d89a8-36be-4402-bf3c-d13cb982cf3f,days
partnership,0.90155715,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad,sh rn y Corporation
partnership,0.93876815,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad,Benton Ltd. Liability Co
partnership,0.8855689,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad,ninety
partnership,0.92319393,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad,90
partnership,0.9627242,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad,days
partnership,0.95712304,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad,979893388
family_relationship,0.742,Traci Shields,Joseph Smith
family_relationship,0.1665,Traci Shields,Dr. Gregory Rice
family_relationship,0.7638,Traci Shields,Jared Martinez
membership,0.5142,Traci Shields,Mar del Oeste Pic
family_relationship,0.5863,Daniel Henderson,Traci Shields
family_relationship,0.2426,Daniel Henderson,Joseph Smith
family_relationship,0.1494,Daniel Henderson,Dr. Gregory Rice
family_relationship,0.2528,Daniel Henderson,Breanna Welch DDS
ownership,0.9329,Daniel Henderson,2198
family_relationship,0.2194,Daniel Henderson,Ocean Fisheries Llc
ownership,0.2203,Joseph Smith,544344
ownership,0.3909,Joseph Smith,l y S.A. de C.V. International
ownership,0.8438,Dr. Gregory Rice,Fisherman'sFriend Charter Boat S.A. de C.V. Freight 
ownership,0.4477,Dr. Gregory Rice,6980
ownership,0.0711,Breanna Welch DDS,923825740
ownership,0.762,Jared Martinez,464454263
family_relationship,0.2882,Darin Torres,Kevin Morris
ownership,0.4255,Darin Torres,Federated
ownership,0.2181,Tracy Rogers,55674
membership,0.9403,Tracy Rogers,SeaSpray Wave SRL Solutions
ownership,0.3496,Kevin Morris,sh rn y Corporation
membership,0.82336485,The Salty Pearl River S.p.A. Export,East
membership,0.8155002,The Salty Pearl River S.p.A. Export,e678510b-947d-455a-8eb0-44d1009682ec
membership,0.83848155,The Salty Pearl River S.p.A. Export,Robert Edwards
family_relationship,0.82380396,The Salty Pearl River S.p.A. Export,Uber Connect
membership,0.93029356,The Salty Pearl River S.p.A. Export,Pb Brasil Industries
membership,0.8013981,The Salty Pearl River S.p.A. Export,Ancla del Mar Kga
membership,0.80024636,The Salty Pearl River S.p.A. Export,Faroe Islands Shrimp Shark
family_relationship,0.8974507,The Salty Pearl River S.p.A. Export,341411
ownership,0.8907296,3051e013-9e40-44cc-98e5-740e3238daaa,288971672
family_relationship,0.95126534,3051e013-9e40-44cc-98e5-740e3238daaa,past years
membership,0.9852588,3051e013-9e40-44cc-98e5-740e3238daaa,33
ownership,0.86166847,3051e013-9e40-44cc-98e5-740e3238daaa,b5856109-c5a0-43a6-8c70-ebfe73cc24f1
membership,0.8287504,3051e013-9e40-44cc-98e5-740e3238daaa,Ocean Fisheries Llc
partnership,0.8263436,9237588,e678510b-947d-455a-8eb0-44d1009682ec
membership,0.816997,9237588,William Murray
partnership,0.8042425,cdc89aad-5d8c-48bf-b155-81d2a932782b,e678510b-947d-455a-8eb0-44d1009682ec
membership,0.9058771,cdc89aad-5d8c-48bf-b155-81d2a932782b,af9758b0-e4f9-4e08-8dd9-09abc903e4b5
membership,0.8613647,cdc89aad-5d8c-48bf-b155-81d2a932782b,60806
membership,0.80771095,cdc89aad-5d8c-48bf-b155-81d2a932782b,4183208
ownership,0.9074031,cdc89aad-5d8c-48bf-b155-81d2a932782b,Deep Sea Atlantic NV
membership,0.8706332,William Murray,e678510b-947d-455a-8eb0-44d1009682ec
membership,0.83736616,William Murray,Punjab Market Marine sanctuary ship
membership,0.8556269,William Murray,9237588
membership,0.8246209,af9758b0-e4f9-4e08-8dd9-09abc903e4b5,60806
membership,0.8759891,af9758b0-e4f9-4e08-8dd9-09abc903e4b5,Deep Sea Atlantic NV
membership,0.8461796,Punjab Market Marine sanctuary ship,9237588
membership,0.8472269,322202416,951093
membership,0.9104862,322202416,Robert Edwards
partnership,0.86009145,969368807,80276549
family_relationship,0.887611,969368807,Ocean Fisheries Llc
partnership,0.8349554,89,35282
partnership,0.8931868,89,813
partnership,0.90621996,35282,813
ownership,0.90834385,813,Alan Wells
partnership,0.8870768,813,207618139
partnership,0.8587468,62,44326992
family_relationship,0.9019861,Hunt,1416a29d-3719-45d6-95a8-782c4e281908
family_relationship,0.839294,Hunt,png xi  Line
partnership,0.8616442,0efa50f3-533d-4775-94fa-54cd1c480587,fd6c1e03-d6f4-421e-a493-cdc56ae000b5
membership,0.869908,0efa50f3-533d-4775-94fa-54cd1c480587,869422192
membership,0.91618365,0efa50f3-533d-4775-94fa-54cd1c480587,âŠ
partnership,0.85104626,0efa50f3-533d-4775-94fa-54cd1c480587,Ningbo China Base Landhau Foreign
membership,0.84897393,fd6c1e03-d6f4-421e-a493-cdc56ae000b5,869422192
membership,0.89909333,fd6c1e03-d6f4-421e-a493-cdc56ae000b5,âŠ
partnership,0.8103832,fd6c1e03-d6f4-421e-a493-cdc56ae000b5,Ningbo China Base Landhau Foreign
ownership,0.8535313,869422192,âŠ
membership,0.81503665,542341,93252
partnership,0.9236404,542341,665
partnership,0.8652676,542341,6070651
partnership,0.8487149,542341,69150209
partnership,0.90360296,542341,c01c6a10-60c9-4f11-9409-aa04c3963826
partnership,0.8823038,542341,156
partnership,0.8739193,542341,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e
partnership,0.95912325,542341,57
partnership,0.97097856,542341,Luis Jones
partnership,0.8503447,542341,f2aee915-d483-4823-a030-9aac5e44c1fe
partnership,0.9561756,542341,17232
partnership,0.9190249,542341,Derek Burke
partnership,0.8203323,542341,119411
partnership,0.8511472,542341,979893388
ownership,0.92512625,93252,Erica Hamilton
ownership,0.9109665,93252,8980454
membership,0.83773255,4627,93252
membership,0.8181528,1719,4627
membership,0.8677584,1719,93252
partnership,0.8619964,Jennifer Parsons,444
partnership,0.8665392,8876768,Jennifer Parsons
partnership,0.83946687,8876768,444
partnership,0.82735056,8876768,57
partnership,0.8707474,8876768,51
family_relationship,0.89900476,Denise Vance,Jennifer Parsons
partnership,0.87275475,Denise Vance,444
partnership,0.8561997,Denise Vance,51
partnership,0.8345287,Denise Vance,57
family_relationship,0.9395425,Zachary Perez,Jennifer Parsons
partnership,0.9230357,Zachary Perez,444
family_relationship,0.9024273,Zachary Perez,Carrie Elliott
partnership,0.91543484,Zachary Perez,c01c6a10-60c9-4f11-9409-aa04c3963826
partnership,0.917987,Zachary Perez,57
partnership,0.95050263,Zachary Perez,51
membership,0.8263727,Craig Santiago,6460
membership,0.85231405,64778548,93252
membership,0.87452805,493641959,Golden Titana
membership,0.88755566,8980454,Jessica Costa
ownership,0.82590425,Erica Hamilton,93252
ownership,0.8192917,Erica Hamilton,8980454
membership,0.8709096,Erica Hamilton,6659
membership,0.82543916,Erica Hamilton,81
membership,0.8522938,Erica Hamilton,Intrepid Navigators
membership,0.88043153,Erica Hamilton,464454263
family_relationship,0.84412307,Erica Hamilton,Sandra Martinez
membership,0.8504925,Erica Hamilton,Estrella del Mar Pic
partnership,0.9070113,Erica Hamilton,1354
partnership,0.86165494,Erica Hamilton,5865
membership,0.81605834,Erica Hamilton,Pontus Navigation Corp
membership,0.81075907,Erica Hamilton,Triton Navigation Corp
membership,0.82781607,Erica Hamilton,59
family_relationship,0.8102573,Erica Hamilton,Austin Welch
partnership,0.82090294,Erica Hamilton,52193
ownership,0.92890495,Erica Hamilton,Ryabikova
ownership,0.8900573,Erica Hamilton,979893388
partnership,0.92190886,Erica Hamilton,160
partnership,0.8336188,Erica Hamilton,Thai Union Seafood
membership,0.8952445,Sandra Martinez,Estrella del Mar Pic
partnership,0.9119837,Sandra Martinez,Eva
partnership,0.85888433,Sandra Martinez,4942
family_relationship,0.91419524,Sandra Martinez,Erica Hamilton
partnership,0.8492635,Sandra Martinez,Ht Shipping
partnership,0.88432604,Sandra Martinez,52193
family_relationship,0.873548,Sandra Martinez,Austin Welch
partnership,0.8868251,Sandra Martinez,Thai Union Seafood
ownership,0.8322352,Austin Welch,Artemovâs Ava Petroleum
partnership,0.88506716,Austin Welch,52193
partnership,0.8717385,Austin Welch,Thai Union Seafood
membership,0.80463076,6659,81
membership,0.8200818,6659,Intrepid Navigators
membership,0.8536453,6659,464454263
membership,0.9129168,464454263,Intrepid Navigators
membership,0.8042333,464454263,Erica Hamilton
membership,0.8639022,464454263,Shipping Corp
ownership,0.186,464454263,Madhya Pradesh Market BV
ownership,0.1491,464454263,Blue Venturew
membership,0.8104805,534,Spanish Red Snapper GmbH Shipping
membership,0.83186424,534,81
membership,0.88238907,534,Energotrade Plus
membership,0.81265867,534,Intrepid Navigators
membership,0.86084235,534,464454263
membership,0.8450793,534,Shipping Corp
membership,0.88611126,4942,Estrella del Mar Pic
partnership,0.85565954,4942,Erica Hamilton
partnership,0.914631,4942,Sandra Martinez
ownership,0.86724395,4942,Jessica Costa
partnership,0.8361171,4942,Eva
ownership,0.9644,4942,sh rn y Corporation
membership,0.9065237,4942,Fresh On Time Seafood
partnership,0.8247427,884332,982519647
partnership,0.8627807,884332,Michael Frederick
partnership,0.817112,884332,Eva
partnership,0.8595374,884332,Sandra Martinez
partnership,0.8043475,884332,Erica Hamilton
partnership,0.80185205,884332,Faroe Islands Shrimp Shark
partnership,0.8066981,884332,160
partnership,0.8288669,982519647,Erica Hamilton
partnership,0.8491032,982519647,1354
membership,0.8262783,982519647,803490608
membership,0.8617079,982519647,Officer Pleads Guilty
membership,0.8904364,982519647,Bribes Exchange Smuggling Contraband
partnership,0.8653475,982519647,160
partnership,0.9302783,1354,982519647
partnership,0.8771793,1354,923825740
partnership,0.83815634,1354,Erica Hamilton
partnership,0.86871976,1354,5865
family_relationship,0.93405396,1354,Motor Vessel
ownership,0.2864,1354,Ht Shipping
ownership,0.6866,1354,48259
partnership,0.92111325,1354,160
partnership,0.83228797,923825740,Erica Hamilton
partnership,0.85624206,923825740,1354
ownership,0.3499,923825740,Mitsubishi
partnership,0.8633331,923825740,160
membership,0.8057873,Malawi Rift  Holdings Navigation,Baha de Coral OJSC Marine
membership,0.83003736,Malawi Rift  Holdings Navigation,Navigation Corp
membership,0.8392641,Malawi Rift  Holdings Navigation,Triton Navigation Corp
membership,0.8803199,Baha de Coral OJSC Marine,Navigation Corp
membership,0.8896125,Baha de Coral OJSC Marine,Triton Navigation Corp
membership,0.8479332,Baha de Coral OJSC Marine,Pontus Navigation Corp
membership,0.83377784,Navigation Corp,Triton Navigation Corp
membership,0.85783327,Navigation Corp,Pontus Navigation Corp
membership,0.82965815,Triton Navigation Corp,Pontus Navigation Corp
membership,0.8144062,Pontus Navigation Corp,Triton Navigation Corp
membership,0.9019821,John Jensen,Pontus Navigation Corp
membership,0.8972543,John Jensen,Triton Navigation Corp
ownership,0.8972123,401289940,Erica Hamilton
ownership,0.90168244,401289940,Austin Welch
ownership,0.86737186,401289940,Artemovâs Ava Petroleum
partnership,0.8240419,54726,52193
partnership,0.8143799,54726,Thai Union Seafood
partnership,0.82969385,52193,Laura Joseph
partnership,0.82617384,52193,Ht Shipping
partnership,0.8604735,52193,Erica Hamilton
partnership,0.8617522,52193,Sandra Martinez
partnership,0.8801024,52193,Austin Welch
ownership,0.3374,52193,958085
partnership,0.8850847,52193,Thai Union Seafood
partnership,0.8253014,Laura Joseph,Ht Shipping
family_relationship,0.8666177,Laura Joseph,Erica Hamilton
family_relationship,0.87006104,Laura Joseph,Sandra Martinez
partnership,0.88589597,Laura Joseph,52193
family_relationship,0.88439864,Laura Joseph,Austin Welch
partnership,0.89156884,Laura Joseph,Thai Union Seafood
membership,0.83861893,697844686,8541598
partnership,0.80155486,1555,3669166
partnership,0.8529613,1555,483398
partnership,0.8729143,3669166,483398
membership,0.83420086,111274e2-c155-4640-9a8e-f506f3fbca06,Brett Lee
membership,0.8936861,111274e2-c155-4640-9a8e-f506f3fbca06,SeaSpray Wave SRL Solutions
ownership,0.8097937,111274e2-c155-4640-9a8e-f506f3fbca06,png xi  Line
ownership,0.88359845,7657424,Michael Brock
membership,0.8267544,7657424,Brian Palmer
membership,0.88958,7657424,Lauren Smith
membership,0.8804865,7657424,Darrell Lopez
family_relationship,0.8874574,7657424,wgbh
partnership,0.88458586,7657424,Mar del Oeste Pic
ownership,0.81365806,2234557,199442
partnership,0.95418984,2234557,16778128-07fa-46dd-b229-b0c2e2233602
membership,0.8369837,2234557,903311212
partnership,0.9073835,7125,John Riley
partnership,0.83888096,7125,256659459
partnership,0.81941384,7125,Mar del Oeste Pic
partnership,0.88520676,Ruben Fowler,199442
membership,0.81450766,Ruben Fowler,Last
membership,0.8298478,Ruben Fowler,The Salty Dog CJSC
membership,0.87756187,Ruben Fowler,3896
membership,0.9360754,Ruben Fowler,6242224
family_relationship,0.97315335,Ruben Fowler,Henry Lambert
partnership,0.8369032,2357762,256659459
membership,0.8439909,2357762,3328058
family_relationship,0.89255875,Andrew Graves,Lori Cummings
family_relationship,0.92118794,Andrew Graves,Damon Nelson
membership,0.86885095,Mathew Taylor,2357762
family_relationship,0.9213729,Mathew Taylor,Ruben Fowler
ownership,0.8378256,Mathew Taylor,3896
membership,0.9097137,Mathew Taylor,6242224
family_relationship,0.9643355,Mathew Taylor,Henry Lambert
partnership,0.8911228,Mathew Taylor,ae16dd9b-0271-4699-91bc-0ce6b69357c6
membership,0.84694344,âHSIâ,âNYPDâ
membership,0.8904707,âHSIâ,Daniel Obrien
membership,0.8774533,âNYPDâ,Daniel Obrien
family_relationship,0.8714257,Jeffrey Hall,Daniel Obrien
partnership,0.8380796,âbe,8bdf21e8-914b-4fe2-9280-0a69b9b0175d
partnership,0.8002828,âbe,png xi  Line
membership,0.8754372,Sara Fleming,a2ac0390-407f-4a94-bc19-6d58d36ea69a
family_relationship,0.92891186,Sara Fleming,su y CJSC Canal
membership,0.8903709,Sara Fleming,entire 2036
family_relationship,0.8563812,Sara Fleming,Faroe Islands Shrimp Shark
family_relationship,0.9207329,Sara Fleming,Playa del Cielo Kga
ownership,0.82152605,Sara Fleming,png xi  Line
membership,0.84126765,1625166,Sara Fleming
membership,0.8265053,1625166,5276019
membership,0.8251954,1625166,entire 2036
membership,0.84465295,1625166,Faroe Islands Shrimp Shark
membership,0.8085683,a325b223-5017-42a8-8eb1-ed7e1a3bbd5b,1625166
family_relationship,0.8738014,49101570,Robert Garcia
partnership,0.96556383,6b19fec0-f5d4-4d31-b461-fef270debb3e,Brett Lopez
membership,0.89870244,42978392,62d39460-2980-4835-91ea-47073f724d3b
membership,0.8811247,74390fc5-8dc6-4511-a0a8-bc360409b805,62d39460-2980-4835-91ea-47073f724d3b
family_relationship,0.8868939,Kevin Liu,Bryce Baker
family_relationship,0.8457924,Kevin Liu,Katrina Nguyen
ownership,0.84016085,James Horton,One Hongn
membership,0.9637336,James Horton,SeaSpray Wave SRL Solutions
family_relationship,0.8151278,Rajasthan GmbH & Co. KG,e53552bc-174b-4799-b96b-c23cfa0731cb
membership,0.9014735,Rajasthan GmbH & Co. KG,James Horton
membership,0.9067847,Rajasthan GmbH & Co. KG,25875c2e-ff9a-4669-bad7-2c84bafb7515
ownership,0.8606028,Rajasthan GmbH & Co. KG,Blue Lagoon Sailor Limited Liability Company Worldwide
partnership,0.83040905,Rajasthan GmbH & Co. KG,b840c9bf-2a5b-416c-91d9-1ecdd96425ab
partnership,0.8056447,Rajasthan GmbH & Co. KG,4eddaaa4-6306-467e-a7f4-27a58559e535
partnership,0.82080233,Rajasthan GmbH & Co. KG,12
ownership,0.81504303,Rajasthan GmbH & Co. KG,Mark Weiss
partnership,0.83869505,Rajasthan GmbH & Co. KG,79521144
partnership,0.8283482,Rajasthan GmbH & Co. KG,341411
partnership,0.9324911,Rajasthan GmbH & Co. KG,Playa del Cielo Kga
membership,0.83441734,Rajasthan GmbH & Co. KG,SeaSpray Wave SRL Solutions
membership,0.87045664,Rajasthan GmbH & Co. KG,SeaSpray Wave SRL Solutions
family_relationship,0.815216,858,Andrea Gibson
membership,0.94573295,858,Alyssa Gonzalez
membership,0.9257669,858,941899076
partnership,0.80662614,858,25777
partnership,0.8199288,858,435978092
partnership,0.80462164,858,825
partnership,0.8176818,858,743225
ownership,0.8019111,858,Mar del Oeste Pic
membership,0.87787384,Rebecca Caldwell,941899076
membership,0.9362638,Rebecca Caldwell,858
family_relationship,0.92754906,Rebecca Caldwell,Alyssa Gonzalez
ownership,0.82423717,Rebecca Caldwell,ocean
ownership,0.89602226,Rebecca Caldwell,âAs
family_relationship,0.9347732,Rebecca Caldwell,Daniel Butler
membership,0.9320917,Rebecca Caldwell,SeaSpray Wave SRL Solutions
membership,0.90748507,Alyssa Gonzalez,941899076
partnership,0.97232145,871,James Scott
partnership,0.9711546,871,Krista Harris
partnership,0.98318326,871,âeverything
family_relationship,0.94731873,James Scott,Krista Harris
partnership,0.97140366,James Scott,âeverything
partnership,0.97005993,Krista Harris,âeverything
membership,0.8067582,76030,William Gray
family_relationship,0.93941116,William Gray,Amanda Gibson
family_relationship,0.9448647,William Gray,Holly Taylor
membership,0.80226684,William Gray,Mar del Oeste Pic
ownership,0.85813254,containers,Blue Lagoon Sailor Limited Liability Company Worldwide
membership,0.91752636,containers,555217629
membership,0.9607896,containers,McLeanâs
membership,0.87785584,containers,Sonia Fisheries Pvt
family_relationship,0.9268436,9098,Faroe Islands Shrimp Shark
family_relationship,0.8710245,17592,5d1f2e9c-f74a-41e9-974f-9b4e57edc9d7
membership,0.8268711,17592,David Nunez MD
membership,0.89334214,17592,Paul Wiley
membership,0.85566694,17592,ââ
family_relationship,0.85546297,5d1f2e9c-f74a-41e9-974f-9b4e57edc9d7,17592
membership,0.8559299,5d1f2e9c-f74a-41e9-974f-9b4e57edc9d7,png xi  Line
partnership,0.8464862,5d1f2e9c-f74a-41e9-974f-9b4e57edc9d7,Ocean Fisheries Llc
ownership,0.8841298,Nutica del Sol AG,dbb07e32-a8f4-47d0-ae61-c2e9774e9284
membership,0.8072252,8b8c532f-0ca0-44cc-898c-1d776f2f457a,James Stewart
membership,0.80844194,8b8c532f-0ca0-44cc-898c-1d776f2f457a,15
partnership,0.89636225,8b8c532f-0ca0-44cc-898c-1d776f2f457a,454
ownership,0.82246697,8b8c532f-0ca0-44cc-898c-1d776f2f457a,png xi  Line
membership,0.88131833,James Stewart,1968776
membership,0.8552897,1968776,James Stewart
membership,0.8521549,Anthony Larson,845
membership,0.82100165,Anthony Larson,Mar del Oeste Pic
