type,weight,dataset,source,target,key
membership,0.97120506,MC1,428949,28422,0
membership,0.93426234,MC1,428949,43185,0
membership,0.9586019,MC1,428949,687028,0
partnership,0.8066148,MC1,838200939,54217974,0
partnership,0.851231,MC1,838200939,860600018,0
family_relationship,0.85603404,MC1,838200939,341411,0
ownership,0.8264112,MC1,âbossesâ,Levi Jones,0
family_relationship,0.8043684,MC1,Levi Jones,Adriana Rhodes,0
ownership,0.89399296,MC1,Kevin Moore,204,0
ownership,0.91364235,MC1,Kevin Moore,âbossesâ,0
family_relationship,0.9227395,MC1,Kevin Moore,Levi Jones,0
family_relationship,0.89628303,MC1,Kevin Moore,Adriana Rhodes,0
family_relationship,0.84970903,MC1,Jennifer Washington,Peter Bush,0
family_relationship,0.88451505,MC1,Jennifer Washington,Robin Fernandez,0
membership,0.8037991,MC1,Jennifer Washington,66,0
family_relationship,0.8468894,MC1,Peter Bush,Robin Fernandez,0
partnership,0.8217408,MC1,61,2278,0
partnership,0.82152313,MC1,908,2278,0
partnership,0.8225439,MC1,Sabrina Merritt,Ware,0
ownership,0.94717085,MC1,Sabrina Merritt,e31b2b9c-3197-4c2c-ac40-3c6711a4682b,0
ownership,0.9357917,MC1,Sabrina Merritt,408603,0
partnership,0.81545734,MC1,2422788,MCDP,0
membership,0.8642422,MC1,c97073d1-61a4-4a06-a189-8b4642a699e1,120,0
partnership,0.83025086,MC1,66,120,0
membership,0.807367,MC1,66,c97073d1-61a4-4a06-a189-8b4642a699e1,0
membership,0.8567476,MC1,65872b93-db53-4445-a72e-8f84b3d7edfc,Kendra Owens,0
ownership,0.8473434,MC1,65872b93-db53-4445-a72e-8f84b3d7edfc,2028,0
ownership,0.850383,MC1,todayâs,268393514,0
ownership,0.87989837,MC1,todayâs,55242,0
ownership,0.9000933,MC1,todayâs,637,0
ownership,0.90363616,MC1,268393514,55242,0
ownership,0.9142991,MC1,268393514,637,0
ownership,0.8644917,MC1,55242,637,0
family_relationship,0.87873083,MC1,Maria Horton,Maurice Figueroa,0
partnership,0.9106651,MC1,Ships,9697,0
ownership,0.92960286,MC1,Ships,2919,0
ownership,0.8404885,MC1,Ships,Dana Montes,0
ownership,0.8993804,MC1,Ships,222079892,0
partnership,0.8013505,MC1,620019,45361487,0
partnership,0.8823899,MC1,620019,87648111,0
partnership,0.8996108,MC1,620019,SeaSpray Wave SRL Solutions,0
partnership,0.8422142,MC1,45361487,87648111,0
partnership,0.85035306,MC1,Vehicle Land,Playa del Cielo Kga,0
partnership,0.9416718,MC1,Vehicle Land,IAVMs,0
membership,0.94332254,MC1,Vehicle Land,Cartel Emergent Weaponry Use,0
family_relationship,0.9349172,MC1,Heather King,Billy Robinson,0
family_relationship,0.9088409,MC1,Heather King,Austin Miller,0
family_relationship,0.8922578,MC1,Billy Robinson,Austin Miller,0
ownership,0.8443279,MC1,369,Matthew Sutton,0
ownership,0.8254957,MC1,369,Brandon Thomas,0
ownership,0.8589563,MC1,369,Mexicoââ,0
ownership,0.8235028,MC1,369,5890393d-3bb2-4f08-a460-4aa025e28de0,0
membership,0.83872527,MC1,369,54056,0
membership,0.86042285,MC1,369,18404231,0
membership,0.8637891,MC1,369,Ocean Fisheries Llc,0
membership,0.8123647,MC1,6204,Katherine Chavez,0
membership,0.8899333,MC1,96c31987-d50d-4680-9397-2a9d0e3946e1,40213337,0
membership,0.9339815,MC1,96c31987-d50d-4680-9397-2a9d0e3946e1,sailboat Freeport,0
partnership,0.8177445,MC1,c0ea9f29-9987-490f-bc96-d2a5718c1636,949,0
ownership,0.8461536,MC1,576618,Sean George,0
membership,0.9203792,MC1,576618,46319064,0
ownership,0.8752903,MC1,82357,576618,0
ownership,0.8055286,MC1,82357,png xi  Line,0
partnership,0.90888196,MC1,Ariel Thornton,Orange River  AS Logistics,0
partnership,0.8318653,MC1,Ariel Thornton,903311212,0
membership,0.89330584,MC1,500633954,62343,0
membership,0.80286384,MC1,George Vance,2,0
membership,0.84221786,MC1,George Vance,2591586,0
membership,0.9376125,MC1,Jason Fleming,âdimersalâ,0
membership,0.9322688,MC1,Jason Fleming,c600d751-cc48-4e8e-800e-63ec87a4239f,0
partnership,0.90841454,MC1,âdimersalâ,c600d751-cc48-4e8e-800e-63ec87a4239f,0
family_relationship,0.85512143,MC1,Cynthia Huff,Angela Lee,0
membership,0.91219527,MC1,Cynthia Huff,78ec7fd4-82e0-4725-815d-50be0ccee955,0
membership,0.9568037,MC1,Angela Lee,78ec7fd4-82e0-4725-815d-50be0ccee955,0
family_relationship,0.8486444,MC1,CraftâLaw,Ryan Perez,0
membership,0.8883777,MC1,CraftâLaw,dd3f2822-2964-4d18-92c2-7a6db4b4a9e5,0
family_relationship,0.90598506,MC1,CraftâLaw,6567453,0
membership,0.89070654,MC1,Ocean Patrol,ARA Bouchard,0
family_relationship,0.86474174,MC1,Richard Douglas,95291001,0
family_relationship,0.89043874,MC1,Richard Douglas,Sonia Fisheries Pvt,0
ownership,0.8422344,MC1,Patricia Reyes,53792,0
membership,0.8196673,MC1,Kristin Dawson,png xi  Line,0
membership,0.907441,MC1,âSaikoâ,Bethany Lopez,0
ownership,0.95312774,MC1,electric,wheeler,0
ownership,0.8646406,MC1,electric,570683,0
membership,0.8278595,MC1,electric,da243ebe-ea98-4510-a6a8-add6679f9d1a,0
membership,0.92504525,MC1,electric,scooter,0
ownership,0.8964734,MC1,wheeler,570683,0
membership,0.8304663,MC1,4532329,98631,0
membership,0.8404336,MC1,4532329,2658,0
membership,0.817168,MC1,2658,Mar del Oeste Pic,0
family_relationship,0.8232664,MC1,5698,98631,0
membership,0.8197722,MC1,5698,2658,0
partnership,0.890505,MC1,3342,354,0
ownership,0.8554081,MC1,945,IPOS0000DOP,0
membership,0.88031906,MC1,Tamil Nadu Ltd. Liability Co Express,2820033,0
membership,0.81548566,MC1,Tamil Nadu Ltd. Liability Co Express,OceanKings Sailor Corp Logistics,0
membership,0.94611764,MC1,Tamil Nadu Ltd. Liability Co Express,Debit Cards Autopay,0
ownership,0.9002675,MC1,738338ba-deef-4364-bedf-707a8cbf9a55,Pesquera,0
ownership,0.9253251,MC1,Monica Ramirez,Pesquera,0
ownership,0.83273405,MC1,Monica Ramirez,341411,0
ownership,0.8200979,MC1,280094,Monica Ramirez,0
ownership,0.91951334,MC1,280094,Pesquera,0
ownership,0.808482,MC1,280094,341411,0
ownership,0.9362562,MC1,40676,Pesquera,0
membership,0.8969094,MC1,40676,Robert Edwards,0
membership,0.8307122,MC1,Tracie Price,David Limited Liability Company,0
membership,0.8012605,MC1,Tracie Price,1998,0
family_relationship,0.849653,MC1,1998,Tracie Price,0
family_relationship,0.800921,MC1,1998,David Limited Liability Company,0
family_relationship,0.85983825,MC1,669,Tracie Price,0
family_relationship,0.8131515,MC1,669,David Limited Liability Company,0
family_relationship,0.8478684,MC1,Kenneth Cain,John Obrien,0
membership,0.8288552,MC1,Carla Perkins,903574229,0
membership,0.8261133,MC1,95064,665,0
membership,0.8908446,MC1,Ryan Perez,dd3f2822-2964-4d18-92c2-7a6db4b4a9e5,0
family_relationship,0.9201951,MC1,Ryan Perez,6567453,0
family_relationship,0.87393034,MC1,730397695,41870892-4565-42cd-9374-8665d01e9aa9,0
membership,0.8015359,MC1,730397695,9067,0
membership,0.85411644,MC1,730397695,940161722,0
ownership,0.9007879,MC1,373a8a11-c7a0-4e9b-8397-9d824974259a,Wartsila,0
membership,0.892988,MC1,373a8a11-c7a0-4e9b-8397-9d824974259a,87ea830d-be41-4317-8b1b-142f23da70d7,0
membership,0.9342687,MC1,bulker,Kariba Dam  Corporation Nautical,0
ownership,0.83237576,MC1,Kariba Dam  Corporation Nautical,7914,0
ownership,0.81374717,MC1,Kariba Dam  Corporation Nautical,6,0
ownership,0.8011228,MC1,Kariba Dam  Corporation Nautical,Deborah Bell,0
partnership,0.91289675,MC1,Benton Ltd. Liability Co,ninety,0
partnership,0.93791586,MC1,Benton Ltd. Liability Co,90,0
partnership,0.96721566,MC1,Benton Ltd. Liability Co,days,0
partnership,0.9181214,MC1,Benton Ltd. Liability Co,sh rn y Corporation,0
partnership,0.94478977,MC1,Benton Ltd. Liability Co,822596165,0
partnership,0.97492415,MC1,Benton Ltd. Liability Co,5421,0
partnership,0.88200015,MC1,Benton Ltd. Liability Co,2913,0
partnership,0.9239782,MC1,Benton Ltd. Liability Co,Pez Dorado BV Logistics,0
partnership,0.9360909,MC1,Benton Ltd. Liability Co,019d89a8-36be-4402-bf3c-d13cb982cf3f,0
membership,0.8503171,MC1,Benton Ltd. Liability Co,Mr. Thomas Johnson DDS,0
membership,0.9456447,MC1,Benton Ltd. Liability Co,âartisanalâ,0
membership,0.8986887,MC1,Benton Ltd. Liability Co,âlivelihoodâ,0
membership,0.92465127,MC1,Benton Ltd. Liability Co,Angela Wheeler,0
membership,0.9305389,MC1,Benton Ltd. Liability Co,Lisa Branch,0
membership,0.8831425,MC1,Benton Ltd. Liability Co,folkâ,0
membership,0.8970762,MC1,Benton Ltd. Liability Co,âsubsistenceâ,0
membership,0.89997536,MC1,Benton Ltd. Liability Co,âwomenâ,0
membership,0.9237871,MC1,Benton Ltd. Liability Co,âfisherâ,0
membership,0.81598306,MC1,Benton Ltd. Liability Co,Blue Venturew,0
partnership,0.91042304,MC1,ninety,90,0
partnership,0.9542803,MC1,ninety,days,0
partnership,0.95841646,MC1,ninety,Benton Ltd. Liability Co,0
partnership,0.8811708,MC1,ninety,sh rn y Corporation,0
partnership,0.9497028,MC1,90,days,0
partnership,0.9565653,MC1,90,Benton Ltd. Liability Co,0
partnership,0.8696707,MC1,90,sh rn y Corporation,0
membership,0.80736285,MC1,90,43685541,0
membership,0.91701704,MC1,90,ad8fe467-3759-4f53-bf6a-896a237d187f,0
ownership,0.8571074,MC1,90,Playa del Cielo Kga,0
partnership,0.97909915,MC1,822596165,5421,0
partnership,0.90333486,MC1,822596165,2913,0
partnership,0.93883806,MC1,822596165,Pez Dorado BV Logistics,0
partnership,0.98155725,MC1,822596165,Benton Ltd. Liability Co,0
partnership,0.9367624,MC1,822596165,ninety,0
partnership,0.95575774,MC1,822596165,90,0
partnership,0.97724926,MC1,822596165,days,0
partnership,0.93396455,MC1,822596165,sh rn y Corporation,0
partnership,0.9182464,MC1,5421,2913,0
partnership,0.9495356,MC1,5421,Pez Dorado BV Logistics,0
partnership,0.9829859,MC1,5421,Benton Ltd. Liability Co,0
partnership,0.94385964,MC1,5421,ninety,0
partnership,0.96406144,MC1,5421,90,0
partnership,0.9821551,MC1,5421,days,0
partnership,0.9415083,MC1,5421,sh rn y Corporation,0
partnership,0.83590764,MC1,5421,b840c9bf-2a5b-416c-91d9-1ecdd96425ab,0
partnership,0.88802457,MC1,5421,4eddaaa4-6306-467e-a7f4-27a58559e535,0
ownership,0.6573,MC1,5421,81,0
partnership,0.85393393,MC1,5421,SeaSpray Wave SRL Solutions,0
partnership,0.92447156,MC1,Pez Dorado BV Logistics,5421,0
partnership,0.98203367,MC1,Pez Dorado BV Logistics,Benton Ltd. Liability Co,0
partnership,0.94026333,MC1,Pez Dorado BV Logistics,ninety,0
partnership,0.9583388,MC1,Pez Dorado BV Logistics,90,0
partnership,0.9802084,MC1,Pez Dorado BV Logistics,days,0
partnership,0.93776846,MC1,Pez Dorado BV Logistics,sh rn y Corporation,0
partnership,0.8819596,MC1,019d89a8-36be-4402-bf3c-d13cb982cf3f,sh rn y Corporation,0
partnership,0.9467146,MC1,019d89a8-36be-4402-bf3c-d13cb982cf3f,Benton Ltd. Liability Co,0
partnership,0.8950646,MC1,019d89a8-36be-4402-bf3c-d13cb982cf3f,ninety,0
membership,0.8849668,MC1,019d89a8-36be-4402-bf3c-d13cb982cf3f,90,0
partnership,0.93981266,MC1,019d89a8-36be-4402-bf3c-d13cb982cf3f,days,0
partnership,0.90155715,MC1,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad,sh rn y Corporation,0
partnership,0.93876815,MC1,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad,Benton Ltd. Liability Co,0
partnership,0.8855689,MC1,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad,ninety,0
partnership,0.92319393,MC1,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad,90,0
partnership,0.9627242,MC1,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad,days,0
partnership,0.95712304,MC1,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad,979893388,0
family_relationship,0.742,MC1,Traci Shields,Joseph Smith,0
family_relationship,0.1665,MC1,Traci Shields,Dr. Gregory Rice,0
family_relationship,0.7638,MC1,Traci Shields,Jared Martinez,0
membership,0.5142,MC1,Traci Shields,Mar del Oeste Pic,0
family_relationship,0.5863,MC1,Daniel Henderson,Traci Shields,0
family_relationship,0.2426,MC1,Daniel Henderson,Joseph Smith,0
family_relationship,0.1494,MC1,Daniel Henderson,Dr. Gregory Rice,0
family_relationship,0.2528,MC1,Daniel Henderson,Breanna Welch DDS,0
ownership,0.9329,MC1,Daniel Henderson,2198,0
family_relationship,0.2194,MC1,Daniel Henderson,Ocean Fisheries Llc,0
ownership,0.2203,MC1,Joseph Smith,544344,0
ownership,0.3909,MC1,Joseph Smith,l y S.A. de C.V. International,0
ownership,0.8438,MC1,Dr. Gregory Rice,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,0
ownership,0.4477,MC1,Dr. Gregory Rice,6980,0
ownership,0.0711,MC1,Breanna Welch DDS,923825740,0
ownership,0.762,MC1,Jared Martinez,464454263,0
family_relationship,0.2882,MC1,Darin Torres,Kevin Morris,0
ownership,0.4255,MC1,Darin Torres,Federated,0
ownership,0.2181,MC1,Tracy Rogers,55674,0
membership,0.9403,MC1,Tracy Rogers,SeaSpray Wave SRL Solutions,0
ownership,0.3496,MC1,Kevin Morris,sh rn y Corporation,0
membership,0.82336485,MC1,The Salty Pearl River S.p.A. Export,East,0
membership,0.8155002,MC1,The Salty Pearl River S.p.A. Export,e678510b-947d-455a-8eb0-44d1009682ec,0
membership,0.83848155,MC1,The Salty Pearl River S.p.A. Export,Robert Edwards,0
family_relationship,0.82380396,MC1,The Salty Pearl River S.p.A. Export,Uber Connect,0
membership,0.93029356,MC1,The Salty Pearl River S.p.A. Export,Pb Brasil Industries,0
membership,0.8013981,MC1,The Salty Pearl River S.p.A. Export,Ancla del Mar Kga,0
membership,0.80024636,MC1,The Salty Pearl River S.p.A. Export,Faroe Islands Shrimp Shark,0
family_relationship,0.8974507,MC1,The Salty Pearl River S.p.A. Export,341411,0
ownership,0.8907296,MC1,3051e013-9e40-44cc-98e5-740e3238daaa,288971672,0
family_relationship,0.95126534,MC1,3051e013-9e40-44cc-98e5-740e3238daaa,past years,0
membership,0.9852588,MC1,3051e013-9e40-44cc-98e5-740e3238daaa,33,0
ownership,0.86166847,MC1,3051e013-9e40-44cc-98e5-740e3238daaa,b5856109-c5a0-43a6-8c70-ebfe73cc24f1,0
membership,0.8287504,MC1,3051e013-9e40-44cc-98e5-740e3238daaa,Ocean Fisheries Llc,0
partnership,0.8263436,MC1,9237588,e678510b-947d-455a-8eb0-44d1009682ec,0
membership,0.816997,MC1,9237588,William Murray,0
partnership,0.8042425,MC1,cdc89aad-5d8c-48bf-b155-81d2a932782b,e678510b-947d-455a-8eb0-44d1009682ec,0
membership,0.9058771,MC1,cdc89aad-5d8c-48bf-b155-81d2a932782b,af9758b0-e4f9-4e08-8dd9-09abc903e4b5,0
membership,0.8613647,MC1,cdc89aad-5d8c-48bf-b155-81d2a932782b,60806,0
membership,0.80771095,MC1,cdc89aad-5d8c-48bf-b155-81d2a932782b,4183208,0
ownership,0.9074031,MC1,cdc89aad-5d8c-48bf-b155-81d2a932782b,Deep Sea Atlantic NV,0
membership,0.8706332,MC1,William Murray,e678510b-947d-455a-8eb0-44d1009682ec,0
membership,0.83736616,MC1,William Murray,Punjab Market Marine sanctuary ship,0
membership,0.8556269,MC1,William Murray,9237588,0
membership,0.8246209,MC1,af9758b0-e4f9-4e08-8dd9-09abc903e4b5,60806,0
membership,0.8759891,MC1,af9758b0-e4f9-4e08-8dd9-09abc903e4b5,Deep Sea Atlantic NV,0
membership,0.8461796,MC1,Punjab Market Marine sanctuary ship,9237588,0
membership,0.8472269,MC1,322202416,951093,0
membership,0.9104862,MC1,322202416,Robert Edwards,0
partnership,0.86009145,MC1,969368807,80276549,0
family_relationship,0.887611,MC1,969368807,Ocean Fisheries Llc,0
partnership,0.8349554,MC1,89,35282,0
partnership,0.8931868,MC1,89,813,0
partnership,0.90621996,MC1,35282,813,0
ownership,0.90834385,MC1,813,Alan Wells,0
partnership,0.8870768,MC1,813,207618139,0
partnership,0.8587468,MC1,62,44326992,0
family_relationship,0.9019861,MC1,Hunt,1416a29d-3719-45d6-95a8-782c4e281908,0
family_relationship,0.839294,MC1,Hunt,png xi  Line,0
partnership,0.8616442,MC1,0efa50f3-533d-4775-94fa-54cd1c480587,fd6c1e03-d6f4-421e-a493-cdc56ae000b5,0
membership,0.869908,MC1,0efa50f3-533d-4775-94fa-54cd1c480587,869422192,0
membership,0.91618365,MC1,0efa50f3-533d-4775-94fa-54cd1c480587,âŠ,0
partnership,0.85104626,MC1,0efa50f3-533d-4775-94fa-54cd1c480587,Ningbo China Base Landhau Foreign,0
membership,0.84897393,MC1,fd6c1e03-d6f4-421e-a493-cdc56ae000b5,869422192,0
membership,0.89909333,MC1,fd6c1e03-d6f4-421e-a493-cdc56ae000b5,âŠ,0
partnership,0.8103832,MC1,fd6c1e03-d6f4-421e-a493-cdc56ae000b5,Ningbo China Base Landhau Foreign,0
ownership,0.8535313,MC1,869422192,âŠ,0
membership,0.81503665,MC1,542341,93252,0
partnership,0.9236404,MC1,542341,665,0
partnership,0.8652676,MC1,542341,6070651,0
partnership,0.8487149,MC1,542341,69150209,0
partnership,0.90360296,MC1,542341,c01c6a10-60c9-4f11-9409-aa04c3963826,0
partnership,0.8823038,MC1,542341,156,0
partnership,0.8739193,MC1,542341,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,0
partnership,0.95912325,MC1,542341,57,0
partnership,0.97097856,MC1,542341,Luis Jones,0
partnership,0.8503447,MC1,542341,f2aee915-d483-4823-a030-9aac5e44c1fe,0
partnership,0.9561756,MC1,542341,17232,0
partnership,0.9190249,MC1,542341,Derek Burke,0
partnership,0.8203323,MC1,542341,119411,0
partnership,0.8511472,MC1,542341,979893388,0
ownership,0.92512625,MC1,93252,Erica Hamilton,0
ownership,0.9109665,MC1,93252,8980454,0
membership,0.83773255,MC1,4627,93252,0
membership,0.8181528,MC1,1719,4627,0
membership,0.8677584,MC1,1719,93252,0
partnership,0.8619964,MC1,Jennifer Parsons,444,0
partnership,0.8665392,MC1,8876768,Jennifer Parsons,0
partnership,0.83946687,MC1,8876768,444,0
partnership,0.82735056,MC1,8876768,57,0
partnership,0.8707474,MC1,8876768,51,0
family_relationship,0.89900476,MC1,Denise Vance,Jennifer Parsons,0
partnership,0.87275475,MC1,Denise Vance,444,0
partnership,0.8561997,MC1,Denise Vance,51,0
partnership,0.8345287,MC1,Denise Vance,57,0
family_relationship,0.9395425,MC1,Zachary Perez,Jennifer Parsons,0
partnership,0.9230357,MC1,Zachary Perez,444,0
family_relationship,0.9024273,MC1,Zachary Perez,Carrie Elliott,0
partnership,0.91543484,MC1,Zachary Perez,c01c6a10-60c9-4f11-9409-aa04c3963826,0
partnership,0.917987,MC1,Zachary Perez,57,0
partnership,0.95050263,MC1,Zachary Perez,51,0
membership,0.8263727,MC1,Craig Santiago,6460,0
membership,0.85231405,MC1,64778548,93252,0
membership,0.87452805,MC1,493641959,Golden Titana,0
membership,0.88755566,MC1,8980454,Jessica Costa,0
ownership,0.82590425,MC1,Erica Hamilton,93252,0
ownership,0.8192917,MC1,Erica Hamilton,8980454,0
membership,0.8709096,MC1,Erica Hamilton,6659,0
membership,0.82543916,MC1,Erica Hamilton,81,0
membership,0.8522938,MC1,Erica Hamilton,Intrepid Navigators,0
membership,0.88043153,MC1,Erica Hamilton,464454263,0
family_relationship,0.84412307,MC1,Erica Hamilton,Sandra Martinez,0
membership,0.8504925,MC1,Erica Hamilton,Estrella del Mar Pic,0
partnership,0.9070113,MC1,Erica Hamilton,1354,0
partnership,0.86165494,MC1,Erica Hamilton,5865,0
membership,0.81605834,MC1,Erica Hamilton,Pontus Navigation Corp,0
membership,0.81075907,MC1,Erica Hamilton,Triton Navigation Corp,0
membership,0.82781607,MC1,Erica Hamilton,59,0
family_relationship,0.8102573,MC1,Erica Hamilton,Austin Welch,0
partnership,0.82090294,MC1,Erica Hamilton,52193,0
ownership,0.92890495,MC1,Erica Hamilton,Ryabikova,0
ownership,0.8900573,MC1,Erica Hamilton,979893388,0
partnership,0.92190886,MC1,Erica Hamilton,160,0
partnership,0.8336188,MC1,Erica Hamilton,Thai Union Seafood,0
membership,0.8952445,MC1,Sandra Martinez,Estrella del Mar Pic,0
partnership,0.9119837,MC1,Sandra Martinez,Eva,0
partnership,0.85888433,MC1,Sandra Martinez,4942,0
family_relationship,0.91419524,MC1,Sandra Martinez,Erica Hamilton,0
partnership,0.8492635,MC1,Sandra Martinez,Ht Shipping,0
partnership,0.88432604,MC1,Sandra Martinez,52193,0
family_relationship,0.873548,MC1,Sandra Martinez,Austin Welch,0
partnership,0.8868251,MC1,Sandra Martinez,Thai Union Seafood,0
ownership,0.8322352,MC1,Austin Welch,Artemovâs Ava Petroleum,0
partnership,0.88506716,MC1,Austin Welch,52193,0
partnership,0.8717385,MC1,Austin Welch,Thai Union Seafood,0
membership,0.80463076,MC1,6659,81,0
membership,0.8200818,MC1,6659,Intrepid Navigators,0
membership,0.8536453,MC1,6659,464454263,0
membership,0.9129168,MC1,464454263,Intrepid Navigators,0
membership,0.8042333,MC1,464454263,Erica Hamilton,0
membership,0.8639022,MC1,464454263,Shipping Corp,0
ownership,0.186,MC1,464454263,Madhya Pradesh Market BV,0
ownership,0.1491,MC1,464454263,Blue Venturew,0
membership,0.8104805,MC1,534,Spanish Red Snapper GmbH Shipping,0
membership,0.83186424,MC1,534,81,0
membership,0.88238907,MC1,534,Energotrade Plus,0
membership,0.81265867,MC1,534,Intrepid Navigators,0
membership,0.86084235,MC1,534,464454263,0
membership,0.8450793,MC1,534,Shipping Corp,0
membership,0.88611126,MC1,4942,Estrella del Mar Pic,0
partnership,0.85565954,MC1,4942,Erica Hamilton,0
partnership,0.914631,MC1,4942,Sandra Martinez,0
ownership,0.86724395,MC1,4942,Jessica Costa,0
partnership,0.8361171,MC1,4942,Eva,0
ownership,0.9644,MC1,4942,sh rn y Corporation,0
membership,0.9065237,MC1,4942,Fresh On Time Seafood,0
partnership,0.8247427,MC1,884332,982519647,0
partnership,0.8627807,MC1,884332,Michael Frederick,0
partnership,0.817112,MC1,884332,Eva,0
partnership,0.8595374,MC1,884332,Sandra Martinez,0
partnership,0.8043475,MC1,884332,Erica Hamilton,0
partnership,0.80185205,MC1,884332,Faroe Islands Shrimp Shark,0
partnership,0.8066981,MC1,884332,160,0
partnership,0.8288669,MC1,982519647,Erica Hamilton,0
partnership,0.8491032,MC1,982519647,1354,0
membership,0.8262783,MC1,982519647,803490608,0
membership,0.8617079,MC1,982519647,Officer Pleads Guilty,0
membership,0.8904364,MC1,982519647,Bribes Exchange Smuggling Contraband,0
partnership,0.8653475,MC1,982519647,160,0
partnership,0.9302783,MC1,1354,982519647,0
partnership,0.8771793,MC1,1354,923825740,0
partnership,0.83815634,MC1,1354,Erica Hamilton,0
partnership,0.86871976,MC1,1354,5865,0
family_relationship,0.93405396,MC1,1354,Motor Vessel,0
ownership,0.2864,MC1,1354,Ht Shipping,0
ownership,0.6866,MC1,1354,48259,0
partnership,0.92111325,MC1,1354,160,0
partnership,0.83228797,MC1,923825740,Erica Hamilton,0
partnership,0.85624206,MC1,923825740,1354,0
ownership,0.3499,MC1,923825740,Mitsubishi,0
partnership,0.8633331,MC1,923825740,160,0
membership,0.8057873,MC1,Malawi Rift  Holdings Navigation,Baha de Coral OJSC Marine,0
membership,0.83003736,MC1,Malawi Rift  Holdings Navigation,Navigation Corp,0
membership,0.8392641,MC1,Malawi Rift  Holdings Navigation,Triton Navigation Corp,0
membership,0.8803199,MC1,Baha de Coral OJSC Marine,Navigation Corp,0
membership,0.8896125,MC1,Baha de Coral OJSC Marine,Triton Navigation Corp,0
membership,0.8479332,MC1,Baha de Coral OJSC Marine,Pontus Navigation Corp,0
membership,0.83377784,MC1,Navigation Corp,Triton Navigation Corp,0
membership,0.85783327,MC1,Navigation Corp,Pontus Navigation Corp,0
membership,0.82965815,MC1,Triton Navigation Corp,Pontus Navigation Corp,0
membership,0.8144062,MC1,Pontus Navigation Corp,Triton Navigation Corp,0
membership,0.9019821,MC1,John Jensen,Pontus Navigation Corp,0
membership,0.8972543,MC1,John Jensen,Triton Navigation Corp,0
ownership,0.8972123,MC1,401289940,Erica Hamilton,0
ownership,0.90168244,MC1,401289940,Austin Welch,0
ownership,0.86737186,MC1,401289940,Artemovâs Ava Petroleum,0
partnership,0.8240419,MC1,54726,52193,0
partnership,0.8143799,MC1,54726,Thai Union Seafood,0
partnership,0.82969385,MC1,52193,Laura Joseph,0
partnership,0.82617384,MC1,52193,Ht Shipping,0
partnership,0.8604735,MC1,52193,Erica Hamilton,0
partnership,0.8617522,MC1,52193,Sandra Martinez,0
partnership,0.8801024,MC1,52193,Austin Welch,0
ownership,0.3374,MC1,52193,958085,0
partnership,0.8850847,MC1,52193,Thai Union Seafood,0
partnership,0.8253014,MC1,Laura Joseph,Ht Shipping,0
family_relationship,0.8666177,MC1,Laura Joseph,Erica Hamilton,0
family_relationship,0.87006104,MC1,Laura Joseph,Sandra Martinez,0
partnership,0.88589597,MC1,Laura Joseph,52193,0
family_relationship,0.88439864,MC1,Laura Joseph,Austin Welch,0
partnership,0.89156884,MC1,Laura Joseph,Thai Union Seafood,0
membership,0.83861893,MC1,697844686,8541598,0
partnership,0.80155486,MC1,1555,3669166,0
partnership,0.8529613,MC1,1555,483398,0
partnership,0.8729143,MC1,3669166,483398,0
membership,0.83420086,MC1,111274e2-c155-4640-9a8e-f506f3fbca06,Brett Lee,0
membership,0.8936861,MC1,111274e2-c155-4640-9a8e-f506f3fbca06,SeaSpray Wave SRL Solutions,0
ownership,0.8097937,MC1,111274e2-c155-4640-9a8e-f506f3fbca06,png xi  Line,0
ownership,0.88359845,MC1,7657424,Michael Brock,0
membership,0.8267544,MC1,7657424,Brian Palmer,0
membership,0.88958,MC1,7657424,Lauren Smith,0
membership,0.8804865,MC1,7657424,Darrell Lopez,0
family_relationship,0.8874574,MC1,7657424,wgbh,0
partnership,0.88458586,MC1,7657424,Mar del Oeste Pic,0
ownership,0.81365806,MC1,2234557,199442,0
partnership,0.95418984,MC1,2234557,16778128-07fa-46dd-b229-b0c2e2233602,0
membership,0.8369837,MC1,2234557,903311212,0
partnership,0.9073835,MC1,7125,John Riley,0
partnership,0.83888096,MC1,7125,256659459,0
partnership,0.81941384,MC1,7125,Mar del Oeste Pic,0
partnership,0.88520676,MC1,Ruben Fowler,199442,0
membership,0.81450766,MC1,Ruben Fowler,Last,0
membership,0.8298478,MC1,Ruben Fowler,The Salty Dog CJSC,0
membership,0.87756187,MC1,Ruben Fowler,3896,0
membership,0.9360754,MC1,Ruben Fowler,6242224,0
family_relationship,0.97315335,MC1,Ruben Fowler,Henry Lambert,0
partnership,0.8369032,MC1,2357762,256659459,0
membership,0.8439909,MC1,2357762,3328058,0
family_relationship,0.89255875,MC1,Andrew Graves,Lori Cummings,0
family_relationship,0.92118794,MC1,Andrew Graves,Damon Nelson,0
membership,0.86885095,MC1,Mathew Taylor,2357762,0
