type,dataset,country,id
,MC1,,âPerlaâ
,MC1,,âEmanuelââif
person,MC1,Country_271835,Gina Armstrong DDS
,MC1,,âRestrainâ
person,MC1,Country_271835,Walter Graham
person,MC1,Country_907876,Ryan Jones
person,MC1,Country_271835,Gabrielle Wade
person,MC1,Country_11605,Patrick Cannon
person,MC1,Country_907876,Jeanne Mills
,MC1,,âExploitationâ
person,MC1,Country_271835,Austin Simpson
person,MC1,Country_271835,Sarah Hays
person,MC1,Country_271835,Richard Fleming
person,MC1,Country_271835,Melissa Gomez
person,MC1,Country_271835,Daniel Frank
location,MC1,,5890393d-3bb2-4f08-a460-4aa025e28de0
location,MC1,,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d
,MC1,,Feb
organization,MC1,,164
,MC1,,âdirect
,MC1,,âdirectlyâ
event,MC1,,âcriminally
person,MC1,Country_271835,Terry Mcknight
person,MC1,Country_271835,David Nielsen
person,MC1,Country_271835,John Obrien
person,MC1,Country_271835,Michael Hansen
person,MC1,Country_271835,Grace Perez
person,MC1,Country_271835,Travis Rivera
person,MC1,Country_271835,Larry Morrow
person,MC1,Country_271835,Tammy Martin
organization,MC1,,773
,MC1,,wgbh
political_organization,MC1,,436460757
organization,MC1,,93865
,MC1,,brianbushard
,MC1,,siladityaray
political_organization,MC1,,82517
person,MC1,Country_271835,Robert Shaffer
person,MC1,Country_663412,Jim Sims
person,MC1,Country_663412,Laura Patterson
,MC1,,âPerlaâ
person,MC1,Country_271835,Gary Palmer
organization,MC1,,7674777
person,MC1,Country_271835,Jeremy Woodard
organization,MC1,,8302
organization,MC1,,45620
company,MC1,Country_663412,Jammu & Kashmir ship
political_organization,MC1,,6352
person,MC1,Country_271835,Paul Wiley
person,MC1,Country_271835,Miranda Long
person,MC1,Country_271835,Michelle Kelley
person,MC1,Country_271835,Marvin Everett
person,MC1,Country_271835,Matthew Sutton
political_organization,MC1,,912077
person,MC1,Country_271835,Brandon Thomas
,MC1,,Mexicoââ
person,MC1,Country_271835,Joseph Williams
political_organization,MC1,,176
person,MC1,Country_271835,Scott Anderson
person,MC1,Country_226679,Danielle Jensen
person,MC1,Country_271835,Brian Brown
,MC1,,âenticedâ
organization,MC1,,8814
organization,MC1,,139
organization,MC1,,25851337
organization,MC1,,36506
political_organization,MC1,,150486480
organization,MC1,,90831
organization,MC1,,66820
person,MC1,Country_271835,Kristen Martin
location,MC1,,da71710a-9b0e-41d8-a9f6-a0b93f1ab772
,MC1,,Ð°Ñ
,MC1,,ÐœÐ° Ð±ÐŸÑÑ
,MC1,,Ð£ÐºÑÐ°ÑÐœÐž
person,MC1,Country_271835,Janet Floyd
person,MC1,Country_271835,Richard Anderson
,MC1,,âCompromiseâ
,MC1,,âPartnersâ
political_organization,MC1,,413760
political_organization,MC1,,94047
organization,MC1,,49525439
person,MC1,Country_271835,Angela Hernandez
person,MC1,Country_271835,Randy Logan
person,MC1,Country_271835,Elizabeth Martin
,MC1,,âtheoriginaldragoncoveâ
person,MC1,Country_271835,Aaron Bennett
person,MC1,Country_271835,Kathleen Rowe
person,MC1,Country_821432,Patrick Torres
person,MC1,Country_821432,Scott Jones
location,MC1,,5fd0447e-d890-4f62-a411-5fc17c47b969
person,MC1,Country_821432,Scott Villa
person,MC1,Country_271835,Connor Ray
organization,MC1,,23837996
organization,MC1,,82207154
person,MC1,Country_271835,Brandon Calderon
organization,MC1,,740111283
organization,MC1,,3657479
organization,MC1,,2810009
organization,MC1,,129461
company,MC1,Country_271835,Congo Rapids  Marine sanctuary GmbH & Co. KG Marine sanctuary
,MC1,,âoriginaldragoncoveâ
,MC1,,The Defendantsâ
location,MC1,,86ac9e66-f9e8-4f2b-ad17-39a52c23288c
organization,MC1,,7443
location,MC1,,5609469a-5721-4c94-92ed-ce7770055960
organization,MC1,,775841
person,MC1,Country_246944,Tiffany Stephens
person,MC1,Country_271835,Veronica Lowe
,MC1,,âNinoâ
organization,MC1,,803490608
location,MC1,,f4e17264-3b3c-48a6-86ba-d65622dc2f13
person,MC1,Country_271835,Brent Young
organization,MC1,,9550
person,MC1,Country_271835,Sierra Henderson
person,MC1,Country_271835,Roger Jordan
person,MC1,Country_271835,Matthew Everett
person,MC1,Country_271835,Richard Adams
person,MC1,Country_271835,Angel Burnett
person,MC1,Country_271835,Jose Smith
person,MC1,Country_271835,Emily Norton
location,MC1,,6ffd3349-37f4-48c5-bc9a-1b80e722e939
political_organization,MC1,,2745
location,MC1,,a7479eba-319a-434f-be06-3b1c0cc928ae
vessel,MC1,,trucking
location,MC1,,f383ad5f-7949-495e-8427-556b64decaca
person,MC1,Country_271835,Michelle Aguilar
company,MC1,Country_271835,Danish Lobster Limited Liability Company Brothers
person,MC1,Country_271835,John Hernandez
,MC1,,Texasâ
,MC1,,Remarkable
organization,MC1,,46901627
organization,MC1,,46319064
,MC1,,PÃ
organization,MC1,,82651
location,MC1,,2ec12718-97bf-45a6-aff5-2d1b9b11d29a
,MC1,,âcommissionâ
person,MC1,Country_271835,Samantha Jackson
person,MC1,Country_271835,Chelsey Woodard
person,MC1,Oceanus,Nichole West
person,MC1,Country_271835,Michael Alvarez
person,MC1,Country_271835,Brian Marsh
person,MC1,Country_746165,Timothy Hampton
organization,MC1,,5007554
organization,MC1,,72630
organization,MC1,,9411155
person,MC1,Country_271835,Richard Smith
person,MC1,Country_271835,Jennifer Rivera
organization,MC1,,2912063
person,MC1,Country_271835,Elizabeth Shah
person,MC1,Country_271835,Gregory Williams
person,MC1,Country_271835,William Daniel
person,MC1,Country_271835,Terry Conley
person,MC1,Country_271835,Jeremy Jarvis
person,MC1,Country_271835,Ashley Johnson
company,MC1,Country_271835,Greek Sea Bream and Son's
organization,MC1,,558
person,MC1,Country_271835,Shane Hahn
,MC1,,âundeniableâ
event,MC1,,ârequested
person,MC1,Country_271835,Jeffrey Reed
organization,MC1,,55674
,MC1,,âinconsistenciesâ
person,MC1,Country_271835,Timothy Austin
organization,MC1,,17353795
organization,MC1,,540613204
person,MC1,Country_271835,Matthew Flores
,MC1,,âadjustingâ
person,MC1,Country_271835,Tammy Garcia
person,MC1,Country_950691,Jamie Robinson
organization,MC1,,352
person,MC1,Country_271835,James Knight
organization,MC1,,662290
movement,MC1,,In month
company,MC1,Country_271835,Lachlan Enterprises Coral Reef
,MC1,,âDesbloqueio pÃ
person,MC1,Country_271835,Brian Dennis
person,MC1,Country_271835,Frederick Kent
person,MC1,Country_271835,Candice Brown
,MC1,,âKikoâ
organization,MC1,,309535101
person,MC1,Country_271835,Nicholas Nguyen
person,MC1,Country_271835,Vincent Cummings
person,MC1,Country_271835,Tiffany Leonard
,MC1,,tio MPFâs Special Action Group Combat Organized Crime
organization,MC1,,51354617
organization,MC1,,109071721
organization,MC1,,869882172
political_organization,MC1,,296837
person,MC1,Country_271835,Laura Williams
person,MC1,Country_271835,Sean George
,MC1,,ExportaÃ
event,MC1,,ParÃ¡âs
person,MC1,Arreciviento,Douglas Gordon
person,MC1,Country_271835,James Thomas
person,MC1,Country_271835,Kristi Miller
,MC1,,âillegalâ
company,MC1,Country_271835,Gambia River  GmbH & Co. KG and
organization,MC1,,400
organization,MC1,,2430986
organization,MC1,,996592
organization,MC1,,92533
company,MC1,Country_982684,Olas del Sur Inc
organization,MC1,,5508215
organization,MC1,,327572963
organization,MC1,,438
,MC1,,Hardwoodsâ
person,MC1,Country_746165,John Brown
company,MC1,Country_271835,SeaSelect Foods Corp Dry dock
person,MC1,Country_271835,Michael Flores
person,MC1,Country_746165,Thomas Ramsey
,MC1,,Meridaââ
,MC1,,meridaâ
organization,MC1,,8251198
organization,MC1,,7914
person,MC1,Country_271835,Deborah Bell
person,MC1,Country_271835,Jonathan Coleman
person,MC1,Country_271835,Luis Rogers
,MC1,,âBanderaâ
,MC1,,âPadre
organization,MC1,,8269
person,MC1,Arreciviento,Vanessa Chandler
organization,MC1,,64545
organization,MC1,,151159036
organization,MC1,,3383
,MC1,,Menardsâ
person,MC1,Country_271835,Jason Garcia
person,MC1,Country_670336,Melissa Gonzalez
company,MC1,Country_246944,Pregolya Delivery Cruise ship
,MC1,,Â£103
,MC1,,Â£10
location,MC1,,f64e747e-13de-4628-b939-92a8ff4eb03f
person,MC1,Country_271835,Rachel Arnold
,MC1,,âtigerâ
person,MC1,Country_271835,Sharon Williams
person,MC1,Country_271835,Donald Thomas
person,MC1,Country_271835,Rebecca Anderson
organization,MC1,,3328058
person,MC1,Country_244549,Julie Callahan
person,MC1,Country_271835,Nathan Murray
person,MC1,Country_271835,Thomas Johnson
organization,MC1,,176729
organization,MC1,,958644
person,MC1,Country_271835,Jonathan Moody
person,MC1,Puerto del Mar,Kaitlyn Walsh
person,MC1,Country_271835,Alison Nash
person,MC1,Country_271835,Miranda Smith
,MC1,,âminingâ
person,MC1,Country_271835,Jennifer Wilson MD
organization,MC1,,6338
location,MC1,,0d6a2f35-fccd-4cbf-865e-3ed08abb6a95
location,MC1,,c40a73e5-c1dd-4b85-ac1c-2e6a51546aa7
organization,MC1,,3641
organization,MC1,,200
person,MC1,Country_271835,Nicholas Torres
organization,MC1,,75360
location,MC1,,7a58f899-3e43-4b94-a64b-d5ab31a6055b
political_organization,MC1,,76104890
location,MC1,,68ac10aa-80a3-4b3c-99e5-f5708715ab2c
person,MC1,Country_271835,Christopher Benitez
event,MC1,,âThis
event,MC1,,âSo
,MC1,,Pitâ
person,MC1,Country_271835,John Martin
person,MC1,Country_470077,Christopher Fields
person,MC1,Country_271835,David Romero
location,MC1,,a691bc0a-cfdc-4b2a-a38e-efcd2799ecd1
organization,MC1,,28138
,MC1,,âsnitch
organization,MC1,,3868221
organization,MC1,,79521144
person,MC1,Country_271835,Eugene Martin
person,MC1,Country_271835,Emma Jones
,MC1,,âbrokerâ
person,MC1,Country_271835,Cassandra Stanley
organization,MC1,,198
organization,MC1,,9768
person,MC1,Country_271835,Tyler Jones
vessel,MC1,,motor
organization,MC1,,11353
organization,MC1,,353257
organization,MC1,,31368
person,MC1,Country_271835,Colton Olson
person,MC1,Country_271835,Tamara Tyler
person,MC1,Country_271835,Henry Lambert
person,MC1,Country_271835,Elizabeth Armstrong
person,MC1,Country_271835,Melissa Brock
organization,MC1,,51470600
organization,MC1,,719
company,MC1,Country_271835,Sudd Swamp  Wave AS Freight 
organization,MC1,,74026296
political_organization,MC1,,374585759
organization,MC1,,59662085
political_organization,MC1,,7423
organization,MC1,,68273
organization,MC1,,649
person,MC1,Country_271835,Donna Green
person,MC1,Country_271835,Dean Reyes
organization,MC1,,96049794
vessel,MC1,,truck
location,MC1,,d6d0741c-39d9-4b94-8b39-b5d2ad1669b9
political_organization,MC1,,291669
person,MC1,Country_271835,Thomas Watkins
company,MC1,Country_271835,Ancla del Mar Kga
person,MC1,Country_271835,Joshua Park
person,MC1,Country_271835,Sergio Ross
,MC1,,Plattsâ
person,MC1,Country_271835,Patricia Hunter
vessel,MC1,,Deepwater Horizon
organization,MC1,,455617
person,MC1,Country_271835,Dale Chandler
person,MC1,Country_271835,Marvin Evans
person,MC1,Country_271835,Jack Bell
organization,MC1,,83241316
organization,MC1,,940161722
organization,MC1,,148766
organization,MC1,,567857349
political_organization,MC1,,836
organization,MC1,,507470
organization,MC1,,98
political_organization,MC1,,12358151
organization,MC1,,8127
organization,MC1,,18668050
organization,MC1,,39033859
organization,MC1,,62532
organization,MC1,,649009867
organization,MC1,,43454
person,MC1,Country_19028,Carmen Mendez
location,MC1,,a51f21a5-b410-4000-ada4-086bd2e65cb6
organization,MC1,,359755772
political_organization,MC1,,7577
location,MC1,,dffd75ca-7510-403d-a6a0-f904b0c7b41d
location,MC1,,61208e37-a326-4cf5-a571-f8bdd6f2dbf7
movement,MC1,,30 days
location,MC1,,9ce492a2-de6e-4231-a018-318fc929908b
location,MC1,,ffb63251-ebdc-4346-b3a4-ef1515310806
location,MC1,,675d95eb-69b7-4f8a-bd4e-af2cf4def162
political_organization,MC1,,54056
,MC1,,âDuare Rationâ
person,MC1,Country_271835,Robert Rodriguez
person,MC1,Country_271835,Leslie Williams
location,MC1,,da243ebe-ea98-4510-a6a8-add6679f9d1a
vessel,MC1,,Bulk Carrier
location,MC1,,b400d237-4d56-4de8-917a-8e7654ccf315
organization,MC1,,18404231
location,MC1,,2eeca6e0-f5a7-4b9d-8b3e-ada56d140e36
person,MC1,Country_271835,Jose Parker
organization,MC1,,4711730
location,MC1,,cd7cb49f-0021-4fe9-a3a9-cc8b3fce0c57
organization,MC1,,959344
company,MC1,Country_271835,James Limited Liability Company Logistics
organization,MC1,,951187691
person,MC1,Country_271835,Andrew Harrison
organization,MC1,,18403617
organization,MC1,,365
organization,MC1,,404
location,MC1,,569767ed-015f-4cb9-a316-2db45fbf6cf3
location,MC1,,9a3fecdc-0696-4b53-979c-8ac021f24910
location,MC1,,899ccad6-2380-4e2c-aa57-d7f487964993
person,MC1,Country_271835,Eddie Alexander
person,MC1,Country_271835,David Schwartz
organization,MC1,,33560
person,MC1,Country_271835,David Santiago
event,MC1,,Fridayâs
person,MC1,Country_271835,Hannah Little
political_organization,MC1,,92616021
person,MC1,Country_271835,Scott Dougherty
person,MC1,Country_271835,Juan Mckinney
location,MC1,,0223707c-6754-4419-acb2-510377eadd60
location,MC1,,d37a5a00-fca1-4753-890c-6975c311dc3f
person,MC1,Country_271835,Michelle Herring
location,MC1,,011ad1ae-ae1b-4c74-9f58-c020e6a3e836
person,MC1,Country_271835,Bryan King
location,MC1,,6083f325-5f17-4d41-9c22-f188f55ea9f3
location,MC1,,c2478e4c-2a8c-4d34-a5d5-fd46c66b5e67
person,MC1,Country_271835,Daniel Vasquez
person,MC1,Country_271835,Kevin Daniel
person,MC1,Country_271835,Lucas Williamson
person,MC1,Country_271835,Daniel Butler
political_organization,MC1,,2330
organization,MC1,,386
location,MC1,,d09a6a69-eed5-4057-9f96-dcf4c9cf4d88
person,MC1,Ivarisia,Lisa Lewis
location,MC1,,3882e922-25e9-446d-8e04-97e8875fceb2
location,MC1,,ba790a77-b0f3-4c1f-8d42-3d2bddbc1893
political_organization,MC1,,878521
person,MC1,Country_271835,Robert Chang
person,MC1,Country_271835,Manuel Hess
person,MC1,Country_271835,Brandon Stone
person,MC1,Country_271835,Seth Benjamin
person,MC1,Rio Isla,Tom Bauer
person,MC1,Country_271835,Leslie Wood
person,MC1,Country_271835,Donna Davis
organization,MC1,,7810241
organization,MC1,,34487
organization,MC1,,83951569
organization,MC1,,4524860
movement,MC1,,three-hour
political_organization,MC1,,59409
person,MC1,Country_271835,Amanda Jenkins
vessel,MC1,,23
vessel,MC1,,Motor Vessel
organization,MC1,,24996
organization,MC1,,90411963
location,MC1,,114d2882-b620-4098-bb56-d865bbb85339
person,MC1,Country_271835,Christopher Moore
person,MC1,Country_271835,Sarah Williams
vessel,MC1,,Kenworth 18-wheeler
,MC1,,âsatisfactoryâ
organization,MC1,,25777
organization,MC1,,825
organization,MC1,,63548588
organization,MC1,,69007292
company,MC1,Country_271835,David Seabed Inc Consulting
organization,MC1,,28890617
organization,MC1,,492220197
location,MC1,,662bfccd-798d-4e60-b308-2cb2918e3dd2
organization,MC1,,14636
person,MC1,Marebak,Maria Jackson
person,MC1,Country_271835,Deborah Carson
location,MC1,,d0842009-cbf1-4df2-adfa-121a82160a05
political_organization,MC1,,3105981
location,MC1,,449856a6-3b60-46ca-b825-f9499558fa3a
location,MC1,,16778128-07fa-46dd-b229-b0c2e2233602
person,MC1,Country_271835,Elizabeth Mccarty
person,MC1,Country_271835,Gregory Bowers
person,MC1,Country_271835,Nicole Marshall
organization,MC1,,207618139
person,MC1,Country_271835,Gina Knox
organization,MC1,,3874
person,MC1,Country_271835,Tonya Frazier
political_organization,MC1,,80
person,MC1,Country_271835,Charles Duke
person,MC1,Country_271835,Dennis Payne
person,MC1,Country_271835,Ashley Boyer
person,MC1,Country_271835,Darin Taylor
person,MC1,Country_271835,Larry Cisneros
person,MC1,Country_271835,Teresa Hansen
person,MC1,Country_271835,Ethan Walsh
person,MC1,Country_271835,Michael Evans
person,MC1,Country_271835,Alexandra Jackson
person,MC1,Country_271835,Lauren Sanchez
person,MC1,Country_271835,Crystal Hunter
person,MC1,Country_271835,Christopher Berry
person,MC1,Country_271835,James Patterson
person,MC1,Country_271835,Jon Johnson
person,MC1,Country_271835,Andrea White
person,MC1,Country_271835,Emily Smith
person,MC1,Country_271835,Megan Gonzales
person,MC1,Country_271835,Kenneth Warren
person,MC1,Country_271835,Edward Winters
person,MC1,Country_271835,Emily Stevens
person,MC1,Country_271835,Gabrielle Wright
person,MC1,Country_271835,Erika Carter
person,MC1,Country_271835,James Johnson
person,MC1,Country_271835,Brandi Johnson
event,MC1,,Storm
organization,MC1,,91810266
vessel,MC1,,HMS
person,MC1,Country_271835,John Campbell
person,MC1,Country_271835,Diane Forbes
person,MC1,Country_271835,Dawn Robinson
organization,MC1,,19285
person,MC1,Country_271835,Kimberly Williams
person,MC1,Country_271835,John Murray
person,MC1,Country_271835,Nathaniel Shah
person,MC1,Country_271835,Stephen Peterson
person,MC1,Country_271835,Eric Roman
company,MC1,Country_271835,Playa del Cielo  Marine
organization,MC1,,99
location,MC1,,1f8c20da-5f20-4116-907a-a653089bb8a0
organization,MC1,,8832615
organization,MC1,,5199
,MC1,,âoverwhelmedâ
location,MC1,,14525ad3-213a-406d-8e3e-64213f0be171
person,MC1,Country_271835,Rachel Campbell
person,MC1,Country_271835,Gregory Marsh
person,MC1,Country_271835,Sarah Allen
person,MC1,Country_271835,Brittney Rice
person,MC1,Country_271835,Ashley Long
person,MC1,Country_271835,Jessica Hernandez
organization,MC1,,419
location,MC1,,577a9358-a718-4d90-a90e-88f88c58160d
location,MC1,,17de5508-cf65-4e04-9bdd-acba951afe7a
location,MC1,,ca87f68d-1df8-4746-a8af-8d810f49e783
organization,MC1,,33210
location,MC1,,88d63621-4f58-4c7e-a02d-589cefb3a6be
person,MC1,Country_271835,Diane Young
person,MC1,Country_271835,Traci Elliott
company,MC1,Oceanus,hi xng BV Carriers
person,MC1,Country_271835,Lucas Adams
person,MC1,Country_271835,Rebecca Jordan
person,MC1,Oceanus,Scott Day
person,MC1,Country_271835,Colin Hunter
location,MC1,,b9faf7c4-f237-4112-91bd-71fa0cf8571a
organization,MC1,,135338
event,MC1,,âStuff
person,MC1,Country_271835,William Lopez
person,MC1,Country_271835,Warren Schwartz
organization,MC1,,72092
location,MC1,,b605391a-2c84-4d59-98f0-d12fd185ec64
person,MC1,Country_271835,Amy Mcclure
person,MC1,Country_271835,Jessica Mullins
person,MC1,Country_271835,Randall Martinez
vessel,MC1,,Vessels
organization,MC1,,511915273
organization,MC1,,435
location,MC1,,b03a6fc7-507a-4328-9814-57561acb4fc6
organization,MC1,,71608
person,MC1,Country_271835,Martin Jones
location,MC1,,d4b66d04-ad3c-425a-a123-00e589b86a52
organization,MC1,,95850
person,MC1,Country_532332,Danny Walker
person,MC1,Country_532332,Paul Hoover
political_organization,MC1,,45310570
person,MC1,Country_271835,Aaron Cruz
political_organization,MC1,,598
location,MC1,,928896ee-0c39-4b2c-aee6-910dc225513e
organization,MC1,,442
location,MC1,,18139144-efbe-4540-8e65-fde29def1993
organization,MC1,,826749274
person,MC1,Country_271835,Michael Wright
organization,MC1,,753
person,MC1,Country_271835,Chad Ruiz
organization,MC1,,687878
organization,MC1,,368951
location,MC1,,c0ce6d15-622b-42a3-b892-f5efe5b4d00c
location,MC1,,a086a63d-19c7-4241-845a-f82c628d09a2
person,MC1,Country_271835,Brett Lee
person,MC1,Country_271835,Noah Mitchell
location,MC1,,037acfda-0d33-4ce8-8907-fe7da3e27dff
person,MC1,Country_271835,Ronnie Gates
,MC1,,âexemplaryâ
location,MC1,,b120bc86-764c-4e2b-9f36-1587f91a20e3
location,MC1,,4843b052-8f18-4298-9464-d780feb5ddad
vessel,MC1,,scooter
location,MC1,,7cc6a1fe-59b5-491c-8985-bf6d77836092
political_organization,MC1,,8084530
location,MC1,,ce8495cf-fe04-40b3-aaa2-d0bc29131f92
organization,MC1,,6071877
location,MC1,,93ac5fec-5f52-4431-a3ff-91430a8062f6
organization,MC1,,422
organization,MC1,,753589537
company,MC1,Country_984172,Spanish Co & Son's
person,MC1,Country_271835,Matthew Anderson
location,MC1,,332bb88e-0a63-41e3-8a27-87795fd552e9
event,MC1,,course years
location,MC1,,2ade0908-d1c9-45de-9dbb-3dfec75d9317
company,MC1,Country_271835,Portuguese Sardines GmbH & Co. KG Line
company,MC1,Country_271835,Lake Nyasa Ltd. Corporation
person,MC1,Country_271835,Joshua Huang
organization,MC1,,3740
organization,MC1,,440
organization,MC1,,601882545
organization,MC1,,88651
person,MC1,Country_271835,William Taylor
location,MC1,,4294544a-9643-4cfd-97a0-ac656cb17e60
person,MC1,Country_271835,Hannah Ray
location,MC1,,c495290e-2de7-487d-a139-f273c4974539
organization,MC1,,353361057
,MC1,,Amstel Inc
,MC1,,âHelpâ
organization,MC1,,35829746
person,MC1,Country_271835,Charlotte Lopez
person,MC1,Country_271835,Mark Scott
organization,MC1,,86034444
person,MC1,Country_271835,Nicholas King
person,MC1,Country_271835,James Andrews
person,MC1,Country_271835,Joshua Wright
person,MC1,Country_271835,Mary Harrington
,MC1,,âsleepy
political_organization,MC1,,67745773
organization,MC1,,214883455
person,MC1,Country_271835,Brett Moss
location,MC1,,e69d4cb2-8bec-4496-8518-7426c6b9da65
company,MC1,Country_271835,Kagera River  GmbH & Co. KG Delivery
,MC1,,16
person,MC1,Country_271835,Holly Donaldson
location,MC1,,c8026923-944a-4155-b2ec-e160135e0c47
location,MC1,,58cf758d-a6f2-48ba-ac0c-89581ae6b4a5
organization,MC1,,313441257
organization,MC1,,222079892
organization,MC1,,2919
person,MC1,Country_271835,Dana Montes
organization,MC1,,1518
organization,MC1,,9820523
person,MC1,Country_271835,Bryce Chavez
location,MC1,,90c3cb48-8060-4a55-804c-710044d19487
person,MC1,Country_271835,Brittany Rivers
location,MC1,,2ed68d75-994e-43dd-b326-a2adfa540562
person,MC1,Country_271835,Michelle Evans
location,MC1,,05d471b4-0e8c-4879-80b2-ef600220e09d
person,MC1,Country_271835,James Garcia
person,MC1,Country_271835,Kendra Owens
organization,MC1,,15
organization,MC1,,805275
location,MC1,,fcef975b-e382-4c81-8160-41bf9e5bf937
,MC1,,âPublic Loaders
organization,MC1,,715490
organization,MC1,,14952
,MC1,,âEQUIPMENTâ
organization,MC1,,353642
person,MC1,Country_193919,Ronald Gray
person,MC1,Country_928409,Debbie Ayala
person,MC1,Country_271835,Terri Rodriguez
organization,MC1,,6457
organization,MC1,,6513816
organization,MC1,,43797101
organization,MC1,,535955126
organization,MC1,,8211361
company,MC1,Country_271835,Scania Seafaring SRL Express
company,MC1,Country_271835,Estrella del Sol LLC
political_organization,MC1,,73470062
person,MC1,Country_271835,Kenneth Fox
organization,MC1,,777
,MC1,,âshabuâ
person,MC1,Country_271835,Rebecca Coleman
organization,MC1,,868626239
organization,MC1,,573756802
person,MC1,Country_271835,Margaret Hodges
organization,MC1,,7680453
location,MC1,,64c45541-e00b-423c-bc7d-238aa3a4d3ad
movement,MC1,,thirty days
location,MC1,,c2d2e029-6f38-4148-9079-15615103cea6
organization,MC1,,186
person,MC1,Country_271835,Kristin Johnston
,MC1,,âcrisisâ
organization,MC1,,812137
location,MC1,,961bafd7-8d2b-405a-9c79-0f5345498cab
organization,MC1,,5334
political_organization,MC1,,35679
person,MC1,Country_271835,Jason Neal
person,MC1,Country_271835,Diana Dawson
person,MC1,Marebak,Courtney Johnson
organization,MC1,,613556
organization,MC1,,353
,MC1,,Aicrowe Biotech Co
location,MC1,,0f952ad7-6ecb-472e-8a30-895501a0e8c8
organization,MC1,,9507963
organization,MC1,,979294
organization,MC1,,25222883
,MC1,,Gaosheng Biotechnology Co
location,MC1,,d2948905-9121-400b-905f-e449bf8ca35e
vessel,MC1,,AirPods
organization,MC1,,5246016
organization,MC1,,64863263
company,MC1,Country_271835,Danish Lobster Ltd. Liability Co
,MC1,,076
,MC1,,vansâ
organization,MC1,,36868
organization,MC1,,3127062
organization,MC1,,3369
organization,MC1,,30880
,MC1,,âDisastrousâ
company,MC1,Country_271835,Lake Manyara  SRL Brothers
location,MC1,,8ce9074f-2904-41ea-896a-5d932e06f54c
location,MC1,,3d009ee1-0d95-4516-802f-8a5110bde01e
organization,MC1,,64667049
organization,MC1,,1303
location,MC1,,dbeb3e02-dc0c-4455-a16b-2d0b9cb2c65a
location,MC1,,601e76fd-8517-4269-b976-2743987a49f3
organization,MC1,,67261634
organization,MC1,,344
location,MC1,,ba0514a3-9c57-4b04-a7c5-89fc0463fdda
organization,MC1,,60197861
organization,MC1,,8978
person,MC1,Country_271835,Sharon Townsend
person,MC1,Country_271835,Travis Sparks
person,MC1,Country_271835,Deborah Porter DDS
location,MC1,,d4291c4b-873e-4830-b44a-85227fde3ee2
person,MC1,Country_271835,Amanda Clayton
,MC1,,âshark finâ
organization,MC1,,70720996
organization,MC1,,95291001
organization,MC1,,42627990
company,MC1,Country_271835,Mar de Estrellas Oyj Carriers
location,MC1,,6d345854-f864-4194-85d2-047e66332dca
person,MC1,Oceanus,Christopher Cunningham
person,MC1,Country_271835,Erica Parks
location,MC1,,df26d11f-ed87-4a19-b9e8-18e9783c00f5
movement,MC1,,2028
location,MC1,,bc507d7c-29c9-4b0d-909e-52dd450a25d3
event,MC1,,entire 2036
person,MC1,Country_271835,Brenda Cox
person,MC1,Country_271835,Suzanne Reed
person,MC1,Country_271835,Cody Lewis
organization,MC1,,1263250
person,MC1,Country_271835,Chris Booth
movement,MC1,,July 2036
person,MC1,Country_271835,Lisa Henderson
person,MC1,Country_271835,Karen Delgado
,MC1,,13d79d632036
,MC1,,2037/09
person,MC1,Country_615819,Melissa Norman
person,MC1,Country_271835,Jennifer Andrade
person,MC1,Country_271835,Lori Cummings
event,MC1,,2032s
person,MC1,Country_271835,Damon Nelson
person,MC1,Country_271835,Laura Jimenez
political_organization,MC1,,687028
person,MC1,Country_271835,Susan Mendoza
person,MC1,Country_271835,Alexis Smith
person,MC1,Country_271835,Laura Smith
person,MC1,Country_271835,Samantha Manning
location,MC1,,6ed1a821-e669-41f4-8a02-df4c818ff22e
,MC1,,2038650116
location,MC1,,f1e84016-0f09-4907-a777-a6bb02b5f419
location,MC1,,e916e286-85e5-4a43-b2ef-89ad5260ebdc
,MC1,,sectors sectors 2033
,MC1,,yearbook2034
,MC1,,20370602035941
,MC1,,yearbook2036
location,MC1,,b8567859-bf54-49fd-8332-5775e19c65af
,MC1,,2036-06
person,MC1,Country_271835,Hannah Walter
,MC1,,2035/03
location,MC1,,b8f8208c-0388-484e-a700-b4c265170827
location,MC1,,1aa47ffc-05a8-4edd-a8e0-94c10b650bd8
person,MC1,Country_271835,Kelly Mccarthy
person,MC1,Country_271835,Frederick Taylor
location,MC1,,ec4af8c8-1ff1-4aaa-9431-7697d930b3f4
person,MC1,Country_271835,Ray Howard
event,MC1,,2036âs
,MC1,,faf.20363
person,MC1,Country_271835,Joshua Landry
person,MC1,Country_271835,Joy Anderson
location,MC1,,3eed159b-e98e-4f8a-98c2-c34341435411
political_organization,MC1,,3190258
person,MC1,Country_271835,David Frederick
person,MC1,Country_271835,Curtis Grant
location,MC1,,4f533d76-17d7-4b95-86b5-106503c99b0c
,MC1,,2030â
person,MC1,Country_271835,Lindsay Bennett
location,MC1,,e631b105-4953-43e1-8d37-a3ab5dd3d860
location,MC1,,f514483d-fb5f-4cb2-bb8d-b616b10336d8
person,MC1,Country_271835,Laura Ballard
location,MC1,,165e0fe7-6725-4f4c-abc1-3ef485a939b0
location,MC1,,e3431d4d-79df-4da9-b8cb-a4d05a8aa474
location,MC1,,39c767d3-a9b4-41f4-8a5d-e14b6c20a2d2
